Filename,Message Size,MSE,PSNR,Output Filename
corrupted_image.jpg,100000,8.011959032336494,39.09341640924815,corrupted_image_encoded.jpg
corrupted_image.jpg,200000,8.201205932409433,38.992026436935106,corrupted_image_encoded.jpg
corrupted_image.jpg,300000,8.40639010454656,38.88470820984735,corrupted_image_encoded.jpg
corrupted_image.jpg,400000,8.588179856552395,38.79179229867285,corrupted_image_encoded.jpg
corrupted_image.jpg,411290,8.621771517140774,38.77483851299215,corrupted_image_encoded.jpg
corrupted_image.jpg,100000,0.10889709457816679,57.76064068123177,corrupted_image_encoded.png
corrupted_image.jpg,200000,0.22098012399708242,54.687271479365606,corrupted_image_encoded.png
corrupted_image.jpg,300000,0.32816344517383905,52.969901584453574,corrupted_image_encoded.png
corrupted_image.jpg,400000,0.4346429005592025,51.74947770598521,corrupted_image_encoded.png
corrupted_image.jpg,411290,0.4460801118405057,51.636674999003695,corrupted_image_encoded.png
corrupted_image.jpg,100000,0.10889709457816679,57.76064068123177,corrupted_image_encoded.bmp
corrupted_image.jpg,200000,0.22098012399708242,54.687271479365606,corrupted_image_encoded.bmp
corrupted_image.jpg,300000,0.32816344517383905,52.969901584453574,corrupted_image_encoded.bmp
corrupted_image.jpg,400000,0.4346429005592025,51.74947770598521,corrupted_image_encoded.bmp
corrupted_image.jpg,411290,0.4460801118405057,51.636674999003695,corrupted_image_encoded.bmp
corrupted_image.jpg,100000,0.10889709457816679,57.76064068123177,corrupted_image_encoded.gif
corrupted_image.jpg,200000,0.22098012399708242,54.687271479365606,corrupted_image_encoded.gif
corrupted_image.jpg,300000,0.32816344517383905,52.969901584453574,corrupted_image_encoded.gif
corrupted_image.jpg,400000,0.4346429005592025,51.74947770598521,corrupted_image_encoded.gif
corrupted_image.jpg,411290,0.4460801118405057,51.636674999003695,corrupted_image_encoded.gif
corrupted_image.jpg,100000,0.10889709457816679,57.76064068123177,corrupted_image_encoded.tiff
corrupted_image.jpg,200000,0.22098012399708242,54.687271479365606,corrupted_image_encoded.tiff
corrupted_image.jpg,300000,0.32816344517383905,52.969901584453574,corrupted_image_encoded.tiff
corrupted_image.jpg,400000,0.4346429005592025,51.74947770598521,corrupted_image_encoded.tiff
corrupted_image.jpg,411290,0.4460801118405057,51.636674999003695,corrupted_image_encoded.tiff
IMG_5515.JPG,1000000,4.4944326884825285,41.60405480329391,IMG_5515_encoded.jpg
IMG_5515.JPG,2000000,4.553702635738391,41.54715693805845,IMG_5515_encoded.jpg
IMG_5515.JPG,2996342,4.6137628356080995,41.49025094443982,IMG_5515_encoded.jpg
IMG_5515.JPG,1000000,0.16809039792387542,55.87537455565154,IMG_5515_encoded.png
IMG_5515.JPG,2000000,0.3352027732389252,52.877727578387294,IMG_5515_encoded.png
IMG_5515.JPG,2996342,0.5015461300941946,51.12769477102687,IMG_5515_encoded.png
IMG_5515.JPG,1000000,0.16809039792387542,55.87537455565154,IMG_5515_encoded.bmp
IMG_5515.JPG,2000000,0.3352027732389252,52.877727578387294,IMG_5515_encoded.bmp
IMG_5515.JPG,2996342,0.5015461300941946,51.12769477102687,IMG_5515_encoded.bmp
IMG_5515.JPG,1000000,7.04996809453629,39.64893209323063,IMG_5515_encoded.gif
IMG_5515.JPG,2000000,7.175616299420095,39.57221153170198,IMG_5515_encoded.gif
IMG_5515.JPG,2996342,7.293030241440258,39.50172346446089,IMG_5515_encoded.gif
IMG_5515.JPG,1000000,0.16809039792387542,55.87537455565154,IMG_5515_encoded.tiff
IMG_5515.JPG,2000000,0.3352027732389252,52.877727578387294,IMG_5515_encoded.tiff
IMG_5515.JPG,2996342,0.5015461300941946,51.12769477102687,IMG_5515_encoded.tiff
IMG_5608.JPG,1000000,5.169032377702409,40.996711083648634,IMG_5608_encoded.jpg
IMG_5608.JPG,2000000,5.260169238945515,40.92080643642351,IMG_5608_encoded.jpg
IMG_5608.JPG,2011436,5.2612012079866926,40.91995449709912,IMG_5608_encoded.jpg
IMG_5608.JPG,1000000,0.2538801066496441,54.08451688788059,IMG_5608_encoded.png
IMG_5608.JPG,2000000,0.5036747817241924,51.10930153969305,IMG_5608_encoded.png
IMG_5608.JPG,2011436,0.506520060692656,51.0848371062749,IMG_5608_encoded.png
IMG_5608.JPG,1000000,0.2538801066496441,54.08451688788059,IMG_5608_encoded.bmp
IMG_5608.JPG,2000000,0.5036747817241924,51.10930153969305,IMG_5608_encoded.bmp
IMG_5608.JPG,2011436,0.506520060692656,51.0848371062749,IMG_5608_encoded.bmp
IMG_5608.JPG,1000000,13.440465901147732,36.84666037478185,IMG_5608_encoded.gif
IMG_5608.JPG,2000000,13.560600744439572,36.80801431350433,IMG_5608_encoded.gif
IMG_5608.JPG,2011436,13.561855438823612,36.807612501187506,IMG_5608_encoded.gif
IMG_5608.JPG,1000000,0.2538801066496441,54.08451688788059,IMG_5608_encoded.tiff
IMG_5608.JPG,2000000,0.5036747817241924,51.10930153969305,IMG_5608_encoded.tiff
IMG_5608.JPG,2011436,0.506520060692656,51.0848371062749,IMG_5608_encoded.tiff
IMG_5690.JPG,1000000,8.031997520095548,39.082567951567306,IMG_5690_encoded.jpg
IMG_5690.JPG,2000000,8.150808327370527,39.01879680384517,IMG_5690_encoded.jpg
IMG_5690.JPG,2247254,8.175787034812108,39.00550790554098,IMG_5690_encoded.jpg
IMG_5690.JPG,1000000,0.2836174899789255,53.603473516801394,IMG_5690_encoded.png
